Severity,Start_Time,Start_Lat,Start_Lng,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,Stop,Traffic_Signal,Sunrise_Sunset,hour
3,2016-01-12 09:02:00,27.964518,-82.42598,75.2,94.0,30.01,7.0,SW,4.6,Mostly Cloudy,0,0,0,0,0,0,0,1,9
3,2017-07-01 11:27:00,34.055569,-118.19754,63.0,67.0,30.17,10.0,North,3.5,Clear,0,0,0,0,0,0,0,1,11
2,2016-04-10 08:41:00,28.24976,-82.698799,75.9,94.0,29.89,10.0,NNE,6.9,Overcast,0,0,0,0,0,0,1,1,8
2,2016-07-07 12:11:00,38.01857,-121.895065,70.0,49.0,29.94,10.0,SSW,16.1,Clear,0,0,0,0,0,0,0,1,12
2,2016-09-09 09:32:00,34.347321,-119.06562,66.0,81.0,30.06,7.0,Variable,4.6,Overcast,0,0,0,0,0,0,0,1,9
2,2016-03-11 11:20:00,38.643349,-121.114876,59.0,82.0,30.22,10.0,SSW,3.5,Scattered Clouds,0,0,0,0,0,0,0,1,11
2,2017-11-01 00:30:00,37.104683,-121.129814,51.1,89.0,29.83,10.0,SSW,4.6,Clear,0,0,0,0,0,0,0,0,0
3,2016-11-07 15:57:00,33.753635,-84.495628,90.0,48.0,30.02,10.0,SSE,8.1,Mostly Cloudy,0,0,0,0,0,0,0,1,15
3,2016-02-07 20:32:00,38.161751,-122.209831,59.0,87.0,29.92,10.0,South,19.6,Clear,0,0,0,0,0,0,0,1,20
3,2016-12-12 08:57:00,27.298719,-82.448219,70.0,100.0,30.12,3.0,SE,5.8,Overcast,0,0,0,0,0,0,0,1,8
2,2016-07-09 08:00:00,28.51001,-81.248032,75.0,84.0,30.16,10.0,NNE,3.5,Partly Cloudy,0,0,0,0,0,0,0,1,8
2,2017-09-01 13:07:00,41.67104000000001,-73.763206,18.0,54.0,30.67,10.0,Variable,5.8,Clear,0,0,0,0,0,0,1,1,13
2,2017-05-01 09:24:00,38.694153,-120.830269,35.6,100.0,29.97,1.0,South,3.5,Overcast,0,0,0,0,0,0,0,1,9
2,2016-01-11 07:51:00,34.095943,-84.326172,61.0,75.0,30.2,10.0,Variable,4.6,Clear,0,0,0,0,0,0,0,0,7
3,2016-08-07 17:56:00,34.329994,-118.505928,82.4,42.0,29.96,10.0,SE,9.2,Clear,0,0,0,0,0,0,0,1,17
2,2016-08-07 10:09:00,42.810562,-83.74855,75.0,79.0,29.8,10.0,SSW,5.8,Overcast,0,0,0,0,0,0,0,1,10
2,2016-01-12 13:49:00,41.752602,-87.944847,41.0,67.0,29.9,10.0,West,15.0,Overcast,0,0,1,0,0,0,1,1,13
2,2016-07-11 22:09:00,38.028362,-121.97345,63.0,72.0,30.1,10.0,NNE,5.8,Clear,0,0,0,0,0,0,0,0,22
2,2016-05-12 17:53:00,34.385181,-119.488548,55.0,93.0,29.9,10.0,SE,4.6,Clear,0,0,0,0,0,0,0,0,17
2,2016-03-11 07:13:00,27.957455,-82.53923,69.1,84.0,30.17,10.0,NNE,6.9,Overcast,0,0,0,0,0,0,0,0,7
3,2016-08-09 15:27:00,33.941074,-84.504333,90.7,35.0,30.05,10.0,NW,4.6,Mostly Cloudy,0,0,0,0,0,0,0,1,15
1,2016-08-09 17:41:00,33.87154,-81.592239,91.4,38.0,30.05,10.0,South,5.8,Clear,0,0,0,0,0,0,0,1,17
3,2016-08-07 16:06:00,33.881466,-117.544899,86.0,46.0,29.93,10.0,West,18.4,Clear,0,0,0,0,0,0,0,1,16
2,2016-07-04 17:00:00,32.724529,-117.165726,64.0,80.0,29.92,10.0,WNW,9.2,Overcast,0,0,0,0,0,0,0,1,17
2,2016-09-12 10:47:00,26.756802,-81.760857,64.0,73.0,30.27,10.0,NNE,16.1,Mostly Cloudy,0,0,0,0,0,0,0,1,10
3,2016-03-09 19:57:00,41.286156,-96.075752,71.8,70.0,29.96,10.0,ESE,5.8,Clear,0,0,0,0,0,0,0,0,19
3,2016-11-11 15:00:00,34.071472,-118.122879,84.9,17.0,30.0,10.0,West,3.5,Clear,0,0,0,0,1,0,0,1,15
3,2016-01-11 20:19:00,34.056419,-118.452583,62.1,84.0,30.01,10.0,NNE,3.5,Clear,0,0,0,0,0,0,0,0,20
2,2016-11-11 16:22:00,42.48975,-83.28476,43.9,46.0,30.31,10.0,North,8.1,Scattered Clouds,0,0,0,0,0,0,0,1,16
2,2016-11-10 09:54:00,33.832542,-84.218575,59.0,62.0,30.39,10.0,Variable,3.5,Clear,0,0,0,0,0,0,0,1,9
2,2017-02-01 15:11:00,43.177738,-83.70256,44.1,53.0,30.12,10.0,East,10.4,Overcast,0,0,0,0,0,0,0,1,15
3,2016-11-08 18:27:00,33.742832,-84.403595,89.1,53.0,30.0,10.0,SE,12.7,Scattered Clouds,0,0,0,0,1,0,0,1,18
3,2016-05-12 08:33:00,42.090229,-71.427078,30.2,93.0,30.02,3.0,ENE,3.5,Light Snow,0,0,0,0,0,0,0,1,8
2,2016-09-08 17:34:00,41.859383,-88.061501,86.0,46.0,29.96,10.0,Variable,3.5,Partly Cloudy,0,0,1,0,0,0,1,1,17
2,2016-04-10 19:52:00,37.652119,-122.098724,63.0,60.0,30.02,10.0,WNW,8.1,Clear,0,0,0,0,0,0,0,0,19
3,2016-06-10 17:16:00,37.547215,-121.919724,75.9,36.0,29.99,10.0,NNW,10.4,Clear,0,0,0,0,1,0,0,1,17
2,2016-02-11 08:17:00,28.477879,-82.487831,66.0,100.0,30.2,10.0,NNE,4.6,Clear,0,0,0,0,0,0,1,1,8
3,2016-10-11 11:37:00,37.334145,-121.861221,75.2,53.0,30.04,10.0,NW,4.6,Mostly Cloudy,0,0,0,0,0,0,0,1,11
2,2016-11-04 19:39:00,33.863921999999995,-118.046394,64.0,67.0,30.06,10.0,Variable,3.5,Clear,0,0,0,0,0,0,0,0,19
3,2016-11-10 20:41:00,34.083717,-117.693924,59.0,82.0,30.06,10.0,Variable,4.6,Clear,0,0,0,0,0,0,0,0,20
2,2016-01-09 09:31:00,34.064171,-84.423462,81.0,73.0,29.92,10.0,SSW,4.6,Partly Cloudy,0,0,1,0,0,0,1,1,9
2,2016-04-09 07:55:00,36.768326,-121.743042,59.0,72.0,29.93,10.0,WSW,6.9,Overcast,0,0,0,0,0,0,1,1,7
3,2016-06-06 10:39:00,38.167961,-122.202393,64.0,75.0,29.8,10.0,SSW,10.4,Scattered Clouds,0,0,0,0,0,0,0,1,10
2,2016-06-09 03:15:00,34.186615,-118.401482,62.1,78.0,29.79,10.0,East,4.6,Clear,0,0,0,0,0,0,0,0,3
3,2016-02-08 20:44:00,41.596306,-90.525528,78.1,84.0,30.03,10.0,SSW,4.6,Mostly Cloudy,0,0,0,0,0,0,0,0,20
2,2016-01-08 09:57:00,28.451014,-81.359367,86.0,70.0,30.14,10.0,South,9.2,Scattered Clouds,1,0,1,0,0,0,1,1,9
3,2016-06-12 18:37:00,33.740497999999995,-117.833717,59.0,67.0,29.99,9.0,ESE,4.6,Overcast,0,0,0,0,0,0,0,0,18
2,2016-02-08 18:14:00,34.283809999999995,-118.793121,88.0,23.0,29.04,10.0,SE,9.0,Partly Cloudy,0,0,0,0,0,0,0,1,18
2,2016-11-10 14:06:00,28.26068900000001,-81.436134,82.0,52.0,30.14,10.0,NE,13.8,Mostly Cloudy,0,0,1,0,0,0,1,1,14
3,2016-08-10 11:05:00,42.378181,-83.062767,53.1,52.0,30.2,10.0,WNW,13.8,Clear,0,0,0,0,0,0,0,1,11
3,2016-07-11 07:19:00,33.722115,-84.394592,51.1,66.0,30.35,10.0,East,4.6,Mostly Cloudy,0,0,0,0,0,0,0,1,7
2,2016-05-10 18:43:00,33.83757,-118.353622,66.2,64.0,29.89,10.0,SW,4.6,Clear,0,0,0,0,0,0,1,0,18
3,2017-04-01 02:20:00,37.468521,-122.292183,59.0,94.0,29.9,4.0,SSW,9.2,Light Rain,0,0,0,0,0,0,0,0,2
2,2016-01-09 08:17:00,28.43456500000001,-81.33432,73.9,93.0,29.92,10.0,SE,8.1,Overcast,0,0,0,0,0,0,0,1,8
2,2016-11-08 10:55:00,34.463699,-81.955635,78.8,83.0,30.19,10.0,East,4.6,Overcast,0,0,0,0,0,0,0,1,10
2,2016-04-10 09:44:00,33.786594,-84.383141,71.1,70.0,30.07,10.0,ENE,8.1,Clear,0,0,1,0,0,0,1,1,9
3,2017-11-01 17:13:00,33.142101000000004,-117.104576,57.9,97.0,29.98,10.0,South,8.1,Mostly Cloudy,0,0,0,0,1,0,0,0,17
3,2016-02-12 07:09:00,41.822777,-72.665588,37.0,70.0,29.83,10.0,SW,4.6,Mostly Cloudy,0,0,0,0,0,0,0,1,7
3,2016-12-05 14:26:00,33.954762,-117.305031,89.1,29.0,29.89,10.0,WNW,9.2,Clear,0,0,0,0,0,0,0,1,14
2,2016-01-06 14:48:00,37.172829,-121.99218,80.1,47.0,29.87,10.0,West,12.7,Mostly Cloudy,0,0,0,0,0,0,0,1,14
2,2016-04-04 17:45:00,37.893528,-122.557228,66.2,52.0,30.18,10.0,SW,11.5,Clear,0,0,0,0,0,1,0,1,17
2,2016-04-10 04:49:00,28.731457,-81.662621,75.0,87.0,29.86,10.0,NNE,4.6,Clear,0,0,0,0,0,0,0,0,4
2,2016-12-08 10:33:00,27.824718,-82.69986,84.0,76.0,30.03,10.0,Variable,3.5,Clear,0,0,0,0,0,0,0,1,10
2,2016-11-08 14:13:00,25.969296,-80.256439,88.0,65.0,30.08,10.0,East,8.1,Clear,0,0,0,0,0,0,0,1,14
2,2016-09-11 10:07:00,28.402784000000004,-80.705544,77.7,52.0,30.08,10.0,NW,5.8,Partly Cloudy,0,0,1,0,0,0,0,1,10
3,2016-12-10 20:02:00,37.987965,-122.313423,62.1,60.0,30.01,10.0,SSW,9.2,Clear,0,0,0,0,0,0,0,0,20
2,2016-08-10 09:34:00,33.994232000000004,-117.888687,79.0,18.0,29.9,10.0,SE,3.5,Clear,0,0,0,0,0,0,0,1,9
3,2016-02-05 10:14:00,34.067478,-117.544769,64.9,61.0,30.02,7.0,Variable,4.6,Partly Cloudy,0,0,0,0,0,0,0,1,10
2,2016-01-08 09:54:00,28.512932,-81.376297,84.9,74.0,30.15,10.0,SSE,9.2,Partly Cloudy,0,0,1,0,0,0,1,1,9
2,2016-06-12 17:24:00,42.362373,-71.168076,35.1,72.0,30.05,10.0,NE,5.8,Overcast,0,0,1,0,0,0,1,0,17
3,2016-03-05 12:56:00,34.060608,-118.173485,75.0,51.0,29.94,10.0,Variable,4.6,Clear,0,0,0,0,0,0,0,1,12
2,2017-12-01 10:05:00,28.44096,-81.379997,72.0,61.0,30.38,10.0,East,5.8,Partly Cloudy,0,0,0,0,0,0,0,1,10
2,2016-04-07 20:42:00,34.136215,-117.445221,71.1,59.0,29.95,10.0,WSW,9.2,Clear,0,0,0,0,0,0,0,0,20
2,2016-12-06 14:39:00,33.996368,-117.870354,73.0,39.0,30.06,10.0,South,10.4,Clear,0,0,0,0,0,0,0,1,14
3,2016-02-09 18:25:00,38.637527,-90.432289,77.0,42.0,30.09,10.0,ENE,8.1,Partly Cloudy,0,0,0,0,0,0,0,1,18
3,2016-09-09 12:10:00,34.034225,-118.221809,77.0,58.0,29.99,10.0,Variable,3.5,Clear,0,0,0,0,0,0,0,1,12
3,2016-04-05 16:56:00,38.637627,-121.415199,77.0,39.0,29.78,9.0,South,11.5,Clear,0,0,0,0,0,0,0,1,16
2,2016-08-08 10:02:00,33.400475,-117.250229,70.0,81.0,29.84,5.0,SSW,3.5,Haze,0,0,0,0,0,0,0,1,10
3,2016-01-04 09:26:00,33.987499,-118.13755,63.0,58.0,30.12,10.0,Variable,3.5,Clear,0,0,0,0,0,0,0,1,9
3,2016-05-10 00:03:00,37.822701,-122.320099,57.9,78.0,30.02,10.0,WNW,5.8,Clear,0,0,0,0,0,0,0,0,0
2,2016-08-09 08:56:00,41.30226500000001,-96.124443,71.4,67.0,29.98,10.0,North,3.5,Clear,0,0,0,0,0,0,0,1,8
2,2017-04-01 17:48:00,42.015289,-87.809052,12.9,59.0,30.07,10.0,WNW,19.6,Scattered Clouds,0,0,0,0,0,0,0,0,17
2,2016-04-08 22:37:00,39.141296,-122.138405,63.0,70.0,29.81,10.0,SSE,12.7,Clear,0,0,1,0,0,0,0,0,22
3,2017-04-01 19:32:00,33.57679,-84.341118,44.1,47.0,29.99,10.0,NNW,12.7,Mostly Cloudy,0,0,0,0,0,0,0,0,19
3,2016-10-06 13:38:00,33.955853000000005,-118.36908,70.0,68.0,29.94,8.0,West,10.4,Mostly Cloudy,0,0,0,0,0,0,0,1,13
2,2016-07-12 12:46:00,27.418087,-82.521866,75.0,69.0,30.03,10.0,West,8.1,Clear,0,0,0,0,0,0,0,1,12
3,2016-11-11 17:22:00,26.260523,-80.136963,77.0,50.0,30.01,10.0,SE,3.5,Mostly Cloudy,0,0,0,0,0,0,0,1,17
2,2016-03-06 13:54:00,37.807072,-122.475616,87.1,29.0,29.95,10.0,WNW,12.7,Scattered Clouds,0,0,0,0,0,0,0,1,13
2,2016-12-08 18:29:00,41.975399,-88.233231,75.9,87.0,29.8,10.0,SSW,6.9,Light Rain,0,0,0,0,0,1,0,1,18
2,2016-05-04 12:22:00,37.996201,-121.324669,73.0,29.0,30.21,10.0,NW,9.2,Clear,0,0,0,0,0,1,0,1,12
3,2016-04-07 19:47:00,41.655487,-88.124817,73.2,72.0,29.84,10.0,SW,4.6,Overcast,0,0,0,0,0,0,0,1,19
2,2016-12-12 17:24:00,43.006893,-83.73333,28.0,78.0,30.04,10.0,West,9.2,Overcast,0,0,0,0,0,0,0,0,17
3,2016-01-09 11:35:00,32.677181,-117.084465,73.0,71.0,29.93,8.0,WSW,10.4,Mostly Cloudy,0,0,0,0,0,0,0,1,11
2,2016-12-09 12:17:00,41.500839,-87.622223,74.8,60.0,30.13,10.0,South,11.5,Clear,0,0,0,0,0,0,0,1,12
2,2016-07-10 10:27:00,33.409885,-82.090988,72.0,84.0,29.96,10.0,NNE,10.4,Overcast,0,0,0,0,0,0,0,1,10
3,2016-02-12 09:42:00,37.942604,-122.477715,59.0,29.0,30.26,10.0,North,11.5,Clear,0,0,0,0,1,0,0,1,9
2,2016-02-11 08:47:00,27.93054,-82.351295,73.4,88.0,30.2,10.0,NE,6.9,Clear,0,0,0,0,0,0,1,1,8
2,2016-03-04 00:46:00,34.031261,-118.185677,60.1,80.0,30.08,9.0,ESE,3.5,Clear,0,0,0,0,0,0,0,0,0
2,2016-05-05 15:02:00,33.774246000000005,-118.049782,67.6,50.0,29.93,10.0,Variable,3.5,Partly Cloudy,0,0,0,0,0,0,0,1,15
2,2016-06-09 11:37:00,28.152124,-82.716682,86.0,61.0,30.18,10.0,NE,8.1,Partly Cloudy,0,0,0,0,0,0,0,1,11
3,2016-08-11 07:30:00,27.85162,-82.346718,68.0,83.0,30.18,10.0,NE,11.5,Mostly Cloudy,0,0,0,0,0,0,0,1,7
2,2016-01-09 18:31:00,34.492764,-118.198235,86.0,21.0,29.82,10.0,WSW,16.1,Clear,0,0,0,0,0,0,0,1,18
2,2016-02-06 09:43:00,37.563862,-122.273361,64.4,77.0,30.0,7.0,North,4.6,Partly Cloudy,0,0,0,0,0,0,0,1,9
3,2016-07-08 09:09:00,37.701576,-121.872177,62.1,65.0,29.9,10.0,WNW,8.1,Clear,0,0,0,0,0,0,0,1,9
3,2017-09-01 08:58:00,41.24876,-96.084991,19.4,69.0,30.13,10.0,SE,6.9,Mostly Cloudy,0,0,0,0,0,0,0,1,8
3,2016-04-12 08:49:00,38.76707800000001,-90.182312,37.9,86.0,30.04,2.5,East,4.6,Light Rain,0,0,0,0,0,0,0,1,8
2,2017-02-01 18:13:00,40.773731,-73.964012,39.0,96.0,30.4,2.5,ENE,10.4,Light Rain,1,0,1,0,0,0,1,0,18
3,2016-06-12 16:52:00,38.16721,-122.20298,48.9,74.0,30.05,10.0,West,8.1,Clear,0,0,0,0,1,0,0,0,16
2,2016-05-05 12:57:00,37.674507,-122.389313,63.0,72.0,29.87,10.0,SSW,13.8,Mostly Cloudy,0,0,0,0,0,0,0,1,12
3,2016-04-12 16:28:00,42.384418,-83.151138,37.9,70.0,30.04,10.0,ESE,6.9,Overcast,0,0,0,0,0,0,0,1,16
3,2016-11-07 14:36:00,34.111996000000005,-118.265465,77.0,56.0,29.84,10.0,Variable,4.6,Clear,0,0,0,0,0,0,1,1,14
3,2016-10-11 07:17:00,28.75614,-81.363197,57.0,96.0,30.12,10.0,NNW,4.6,Clear,0,0,0,0,0,0,0,1,7
2,2016-07-07 11:46:00,41.259678,-95.995064,78.1,66.0,29.76,10.0,SE,6.9,Scattered Clouds,0,0,1,0,0,0,1,1,11
3,2016-10-04 09:14:00,33.898178,-118.370071,62.1,72.0,29.9,10.0,SW,3.5,Mostly Cloudy,0,0,0,0,0,0,0,1,9
3,2016-02-11 10:55:00,32.583794,-117.036819,69.1,54.0,30.07,10.0,WNW,8.1,Clear,0,0,0,0,0,0,0,1,10
2,2016-01-06 20:20:00,34.441016999999995,-119.769615,57.9,87.0,29.92,10.0,WSW,4.6,Mostly Cloudy,0,0,0,0,0,0,0,0,20
3,2016-07-09 17:02:00,33.92561,-118.321381,72.0,73.0,30.0,10.0,SW,6.9,Scattered Clouds,0,0,0,0,0,0,0,1,17
3,2016-06-07 21:50:00,34.087418,-117.670006,68.0,68.0,29.94,10.0,WSW,8.1,Clear,0,0,0,0,0,0,1,0,21
3,2016-09-11 11:48:00,33.911739000000004,-118.15995,93.0,13.0,29.94,10.0,ESE,3.5,Clear,0,0,0,0,0,0,0,1,11
2,2017-07-01 15:18:00,41.317574,-95.961487,19.9,55.0,30.72,10.0,NNW,13.8,Clear,0,0,0,0,0,0,0,1,15
2,2016-05-08 08:32:00,26.048307,-80.161324,84.9,69.0,30.02,10.0,SE,8.1,Mostly Cloudy,0,0,0,0,0,0,0,1,8
2,2016-07-11 16:47:00,34.046745,-118.2686,70.0,65.0,30.03,10.0,West,3.5,Clear,0,0,0,0,0,0,0,1,16
2,2016-04-04 12:53:00,38.683945,-121.446709,69.8,49.0,30.2,10.0,NW,6.9,Clear,0,0,0,0,0,0,0,1,12
3,2016-02-08 09:08:00,33.928837,-118.294029,70.0,76.0,30.02,10.0,West,3.5,Overcast,0,0,0,0,0,0,0,1,9
2,2016-12-12 16:26:00,34.06884,-117.974449,64.4,68.0,30.07,10.0,SW,5.8,Mostly Cloudy,0,0,0,0,0,0,0,1,16
3,2016-10-12 06:11:00,37.710167,-122.166313,59.0,93.0,30.1,6.0,South,11.5,Light Rain,0,0,0,0,0,0,0,0,6
3,2016-11-07 23:13:00,38.682892,-90.239082,82.9,69.0,29.87,10.0,South,15.0,Clear,0,0,0,0,0,0,0,0,23
3,2017-10-01 09:35:00,42.973518,-85.639778,35.1,89.0,29.7,1.5,South,19.6,Light Rain,0,0,0,0,0,0,0,1,9
2,2016-04-10 11:13:00,28.230314,-80.718338,81.9,76.0,29.9,10.0,SE,11.5,Clear,0,0,0,0,0,0,0,1,11
2,2016-10-10 19:37:00,43.05125,-83.615974,51.1,68.0,30.37,10.0,SSE,5.8,Clear,0,0,0,0,0,0,1,0,19
2,2016-01-10 14:20:00,25.784826,-80.239441,88.0,59.0,30.01,10.0,East,13.8,Mostly Cloudy,0,0,0,0,0,0,0,1,14
2,2016-07-07 08:31:00,28.56647700000001,-81.295494,84.0,79.0,30.14,10.0,South,6.9,Clear,0,0,0,0,0,0,0,1,8
2,2016-04-10 16:55:00,36.856953,-121.50885,71.6,50.0,29.95,10.0,WSW,18.4,Clear,0,0,0,0,0,0,0,1,16
2,2016-03-09 23:09:00,33.947731,-118.302483,66.9,81.0,29.85,10.0,West,3.5,Mostly Cloudy,0,0,0,0,0,0,0,0,23
3,2016-04-10 18:50:00,34.004471,-118.063873,69.8,60.0,29.87,10.0,WSW,5.8,Clear,0,0,0,0,0,0,0,0,18
2,2016-04-07 19:06:00,43.001022,-85.590141,81.0,50.0,29.83,10.0,SSE,8.1,Mostly Cloudy,0,0,0,0,0,0,1,1,19
2,2016-02-11 17:24:00,43.035458,-83.468704,57.9,93.0,30.11,8.0,East,6.9,Overcast,0,0,0,0,0,0,0,1,17
2,2016-05-04 18:36:00,33.870384,-117.74366,80.1,32.0,30.0,10.0,WNW,11.5,Clear,0,0,0,0,0,0,0,1,18
3,2016-11-10 10:05:00,33.699013,-84.266167,59.0,67.0,30.39,10.0,East,8.1,Partly Cloudy,0,0,0,0,0,0,0,1,10
2,2016-06-09 18:02:00,34.393349,-118.574509,85.0,38.0,28.92,10.0,SSE,8.0,Fair,0,0,1,0,0,0,1,1,18
2,2016-12-08 19:25:00,38.149837,-122.45118,59.0,77.0,30.0,10.0,NW,6.9,Clear,0,0,0,0,0,0,0,1,19
3,2016-08-08 14:55:00,38.555641,-121.683205,89.6,20.0,29.77,10.0,South,5.8,Clear,0,0,0,0,0,0,0,1,14
3,2016-08-06 16:05:00,33.99345,-118.069351,82.4,45.0,29.84,10.0,SW,9.2,Clear,0,0,0,0,0,0,0,1,16
2,2016-12-07 09:50:00,25.667995,-80.368889,88.0,65.0,30.1,10.0,ESE,10.4,Scattered Clouds,0,0,0,0,0,0,0,1,9
3,2016-07-12 17:33:00,41.823223,-72.499237,42.8,81.0,30.02,10.0,West,3.5,Overcast,0,0,0,0,0,0,0,0,17
3,2016-01-12 17:38:00,41.80986400000001,-88.050232,39.9,70.0,29.97,10.0,West,11.5,Overcast,0,0,0,0,0,0,0,0,17
2,2016-12-07 18:52:00,25.773218,-80.336555,86.0,70.0,30.08,10.0,SE,9.2,Mostly Cloudy,0,0,1,0,0,0,1,1,18
2,2016-03-05 19:06:00,34.001404,-117.41581,75.0,43.0,29.84,10.0,West,11.5,Clear,0,0,0,0,0,0,0,1,19
2,2016-07-07 23:19:00,37.492752,-120.940384,70.0,51.0,29.91,10.0,NNW,8.1,Clear,1,0,0,0,0,0,0,0,23
2,2016-06-12 10:16:00,27.957251,-82.79583,81.0,79.0,29.92,9.0,SSW,20.7,Overcast,0,0,1,0,0,0,1,1,10
2,2017-09-01 18:45:00,42.987255,-85.655762,25.0,69.0,30.26,10.0,SSE,8.1,Overcast,0,0,1,0,0,0,0,0,18
2,2016-05-11 10:40:00,27.781183,-82.646683,73.9,71.0,30.14,10.0,NE,13.8,Clear,0,0,0,0,0,0,1,1,10
2,2017-11-01 07:45:00,34.134705,-117.639801,52.0,100.0,30.0,1.2,South,4.6,Rain,0,0,0,0,0,0,0,1,7
3,2016-05-11 19:23:00,38.67318,-121.634262,62.1,80.0,30.03,10.0,South,5.8,Clear,0,0,0,0,0,0,0,0,19
3,2017-11-01 11:51:00,40.84454,-73.902657,48.9,64.0,30.31,10.0,SW,9.2,Mostly Cloudy,0,0,0,0,0,0,0,1,11
2,2016-12-07 12:42:00,34.153896,-118.275482,80.1,48.0,29.88,10.0,SSE,5.8,Clear,0,0,0,0,0,0,0,1,12
2,2016-09-08 15:14:00,28.342119,-81.326439,87.8,62.0,30.05,10.0,WSW,10.4,Mostly Cloudy,0,0,1,0,0,0,1,1,15
2,2016-11-07 06:50:00,33.942104,-83.715996,73.4,83.0,30.1,10.0,WSW,3.5,Clear,0,0,0,0,0,0,1,1,6
2,2016-08-11 19:31:00,41.963825,-88.194962,46.9,71.0,30.29,10.0,North,4.6,Partly Cloudy,0,0,0,0,0,0,0,0,19
2,2016-05-12 15:26:00,42.956177,-85.671654,37.0,79.0,30.06,8.0,South,15.0,Mostly Cloudy,0,0,1,0,0,0,0,1,15
2,2016-05-07 11:03:00,32.821583000000004,-117.146469,72.0,55.0,30.01,10.0,WSW,11.5,Partly Cloudy,0,0,0,0,1,0,0,1,11
2,2016-10-03 07:35:00,39.668198,-84.147636,59.0,87.0,30.0,10.0,SSW,6.9,Overcast,0,0,0,0,0,0,0,1,7
2,2016-05-12 18:48:00,41.234005,-96.130104,43.5,75.0,29.71,10.0,ESE,3.5,Scattered Clouds,0,0,0,0,0,0,0,0,18
2,2016-09-11 11:15:00,42.925682,-85.633675,50.0,57.0,30.3,10.0,North,8.1,Mostly Cloudy,0,0,0,0,0,0,0,1,11
2,2016-06-05 00:05:00,37.688007,-122.096298,57.9,84.0,29.87,10.0,NW,11.5,Mostly Cloudy,0,0,1,0,0,0,1,0,0
2,2016-02-08 19:35:00,26.528059,-81.861382,77.0,88.0,30.03,10.0,South,4.6,Partly Cloudy,0,0,0,0,0,0,0,1,19
3,2017-11-01 06:27:00,40.845142,-73.926544,46.0,76.0,30.25,10.0,WSW,13.8,Scattered Clouds,0,0,0,0,0,0,0,0,6
2,2016-11-08 13:37:00,33.997040000000005,-117.931015,82.0,42.0,29.98,10.0,Variable,6.9,Clear,0,0,0,0,0,0,0,1,13
2,2016-12-07 07:32:00,43.175266,-85.575928,75.0,71.0,29.89,10.0,South,9.2,Partly Cloudy,0,0,0,0,0,0,0,1,7
2,2016-06-10 11:01:00,42.047588,-88.341194,64.9,93.0,30.07,4.0,East,8.1,Light Rain,0,0,0,0,0,0,1,1,11
2,2016-01-09 07:04:00,28.610374,-81.42836,73.0,100.0,29.92,10.0,ESE,6.9,Clear,0,0,1,0,0,0,1,1,7
2,2016-08-03 10:55:00,39.790596,-84.253807,66.0,50.0,30.13,10.0,SW,19.6,Scattered Clouds,0,0,0,0,0,0,1,1,10
2,2017-11-01 14:07:00,28.493574,-81.490852,73.0,51.0,30.33,10.0,East,11.5,Mostly Cloudy,0,0,1,0,0,0,1,1,14
2,2016-08-09 05:46:00,25.784065,-80.28862,79.0,94.0,30.0,6.0,Variable,3.5,Light Rain,0,0,1,0,0,0,1,0,5
2,2017-05-01 18:07:00,41.277554,-96.160347,10.2,70.0,30.23,10.0,WNW,6.9,Clear,0,0,1,0,0,0,0,0,18
3,2016-04-09 08:51:00,33.928501000000004,-118.280426,68.0,70.0,29.88,10.0,South,3.5,Overcast,0,0,0,0,1,0,0,1,8
2,2016-11-08 20:17:00,34.28212,-118.751106,75.0,53.0,29.09,10.0,SE,7.0,Fair,0,0,0,0,0,0,0,0,20
3,2016-11-11 09:45:00,32.870533,-117.195442,86.0,13.0,30.08,10.0,Variable,3.5,Clear,0,0,0,0,1,0,0,1,9
3,2016-09-12 07:12:00,28.166483000000003,-82.394897,51.8,88.0,30.28,10.0,NNE,4.6,Light Drizzle,0,0,0,0,0,0,0,1,7
3,2016-01-10 09:47:00,33.744667,-117.841545,73.9,64.0,30.0,10.0,West,3.5,Clear,0,0,0,0,1,0,0,1,9
2,2016-11-06 05:14:00,38.012596,-122.002274,54.0,75.0,29.88,10.0,South,6.9,Clear,0,0,0,0,1,0,0,0,5
2,2016-08-12 07:35:00,41.288441,-72.626389,35.6,93.0,29.94,10.0,WSW,4.6,Scattered Clouds,0,0,0,0,0,0,0,1,7
3,2016-11-05 14:16:00,33.975052000000005,-118.12487,71.1,57.0,29.99,10.0,Variable,3.5,Clear,0,0,0,0,0,0,0,1,14
2,2016-12-04 19:20:00,39.203232,-121.169571,53.6,88.0,30.18,10.0,South,3.5,Overcast,0,0,0,0,0,0,1,1,19
2,2016-08-11 17:26:00,43.184723,-83.754333,52.0,74.0,30.07,10.0,NW,13.8,Overcast,0,0,0,0,0,0,0,0,17
3,2016-11-07 05:37:00,33.681126,-84.398689,72.0,87.0,30.04,10.0,West,4.6,Mostly Cloudy,0,0,0,0,0,0,0,0,5
2,2016-02-09 09:45:00,27.949987,-82.401596,78.8,94.0,29.93,5.0,SW,17.3,Light Rain,0,0,0,0,0,0,1,1,9
2,2016-06-12 19:28:00,41.82872,-88.105362,28.0,69.0,29.96,10.0,West,17.3,Clear,0,0,1,0,0,0,1,0,19
